Setting,MSE,MAE
lt_ETTh1_336_336iTransformer_iTransformer_ETTh1_ftM_sl720_ll168_pl336_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um0_0,0.4513452649116516,0.47002488374710083
lt_ETTh1_336_720iTransformer_iTransformer_ETTh1_ftM_sl720_ll168_pl720_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um0_0,0.5123153328895569,0.5259124636650085
lt_ETTh2_336_96iTransformer_iTransformer_ETTh2_ftM_sl720_ll168_pl96_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um0_0,0.3785202205181122,0.4266151189804077
lt_ETTh2_336_192iTransformer_iTransformer_ETTh2_ftM_sl720_ll168_pl192_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um0_0,0.4754348695278168,0.48506152629852295
lt_ETTh2_336_336iTransformer_iTransformer_ETTh2_ftM_sl720_ll168_pl336_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um0_0,0.5878344774246216,0.5474832057952881
lt_ETTh2_336_720iTransformer_iTransformer_ETTh2_ftM_sl720_ll168_pl720_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um0_0,0.8986879587173462,0.6813001036643982
lt_ETTm1_336_96iTransformer_iTransformer_ETTm1_ftM_sl720_ll168_pl96_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um0_0,0.31158897280693054,0.3651399612426758
lt_ETTm1_336_192iTransformer_iTransformer_ETTm1_ftM_sl720_ll168_pl192_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um0_0,0.3436487317085266,0.38395991921424866
lt_ETTm1_336_336iTransformer_iTransformer_ETTm1_ftM_sl720_ll168_pl336_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um0_0,0.37218719720840454,0.400545209646225
lt_ETTm1_336_720iTransformer_iTransformer_ETTm1_ftM_sl720_ll168_pl720_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um0_0,0.42216429114341736,0.4314552843570709
lt_ETTm2_336_96iTransformer_iTransformer_ETTm2_ftM_sl720_ll168_pl96_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um0_0,0.17088952660560608,0.26766687631607056
lt_ETTm2_336_192iTransformer_iTransformer_ETTm2_ftM_sl720_ll168_pl192_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um0_0,0.2360328733921051,0.31832388043403625
lt_ETTm2_336_336iTransformer_iTransformer_ETTm2_ftM_sl720_ll168_pl336_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um0_0,0.29758843779563904,0.3631640374660492
lt_ETTm2_336_720iTransformer_iTransformer_ETTm2_ftM_sl720_ll168_pl720_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um0_0,0.41983455419540405,0.4382861256599426
lt_electricity_336_96iTransformer_iTransformer_custom_ftM_sl720_ll168_pl96_dm512_nh8_el3_dl1_df512_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.1336262822151184,0.2361578345298767
lt_electricity_336_192iTransformer_iTransformer_custom_ftM_sl720_ll168_pl192_dm512_nh8_el3_dl1_df512_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.15068994462490082,0.25125330686569214
lt_electricity_336_336iTransformer_iTransformer_custom_ftM_sl720_ll168_pl336_dm512_nh8_el3_dl1_df512_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.16068385541439056,0.2655103802680969
lt_electricity_336_720iTransformer_iTransformer_custom_ftM_sl720_ll168_pl720_dm512_nh8_el3_dl1_df512_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.18773815035820007,0.29277923703193665
lt_traffic_336_96iTransformer_iTransformer_custom_ftM_sl720_ll168_pl96_dm512_nh8_el4_dl1_df512_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.7185960412025452,0.4890575110912323
lt_traffic_336_192iTransformer_iTransformer_custom_ftM_sl720_ll168_pl192_dm512_nh8_el4_dl1_df512_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.6069378852844238,0.4005570411682129
lt_traffic_336_336iTransformer_iTransformer_custom_ftM_sl720_ll168_pl336_dm512_nh8_el4_dl1_df512_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.7666991353034973,0.503476083278656
lt_traffic_336_720iTransformer_iTransformer_custom_ftM_sl720_ll168_pl720_dm512_nh8_el4_dl1_df512_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.9149763584136963,0.5839763283729553
lt_weather_336_96iTransformer_iTransformer_custom_ftM_sl720_ll168_pl96_dm512_nh8_el3_dl1_df512_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.16134454309940338,0.21999910473823547
lt_weather_336_192iTransformer_iTransformer_custom_ftM_sl720_ll168_pl192_dm512_nh8_el3_dl1_df512_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.2049436718225479,0.2611033022403717
lt_weather_336_336iTransformer_iTransformer_custom_ftM_sl720_ll168_pl336_dm512_nh8_el3_dl1_df512_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.2483367919921875,0.2991083264350891
lt_weather_336_720iTransformer_iTransformer_custom_ftM_sl720_ll168_pl720_dm512_nh8_el3_dl1_df512_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.31366166472435,0.3492339253425598
lt_ETTh1_336_96iTransformer_iTransformer_ETTh1_ftM_sl720_ll168_pl96_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.3763948678970337,0.41435495018959045
lt_ETTh1_336_192iTransformer_iTransformer_ETTh1_ftM_sl720_ll168_pl192_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.412533164024353,0.4381106197834015
lt_ETTh1_336_336iTransformer_iTransformer_ETTh1_ftM_sl720_ll168_pl336_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.45251476764678955,0.4739304780960083
lt_ETTh1_336_720iTransformer_iTransformer_ETTh1_ftM_sl720_ll168_pl720_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.5066052675247192,0.5217795968055725
lt_ETTh2_336_96iTransformer_iTransformer_ETTh2_ftM_sl720_ll168_pl96_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.3596322238445282,0.4126688539981842
lt_ETTh2_336_192iTransformer_iTransformer_ETTh2_ftM_sl720_ll168_pl192_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.4377833306789398,0.45899105072021484
lt_ETTh2_336_336iTransformer_iTransformer_ETTh2_ftM_sl720_ll168_pl336_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.5388769507408142,0.5223615765571594
lt_ETTh2_336_720iTransformer_iTransformer_ETTh2_ftM_sl720_ll168_pl720_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.8687922954559326,0.6779285669326782
lt_ETTm1_336_96iTransformer_iTransformer_ETTm1_ftM_sl720_ll168_pl96_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.3108028769493103,0.3646264970302582
lt_ETTm1_336_192iTransformer_iTransformer_ETTm1_ftM_sl720_ll168_pl192_dm128_nh8_el2_dl1_df128_fc3_ebtimeF_dtTrue_Exp_tn0_stl0.0001_um1_0,0.34917134046554565,0.3889094889163971
