Setting,MSE,MAE
lt_weather_336_96DLinear_DLinear_custom_ftM_sl336_ll168_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_0,0.16124308109283447,0.21329139173030853
lt_weather_336_192DLinear_DLinear_custom_ftM_sl336_ll168_pl192_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_0,0.205567866563797,0.25215163826942444
lt_weather_336_336DLinear_DLinear_custom_ftM_sl336_ll168_pl336_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_0,0.25599491596221924,0.28851059079170227
lt_weather_336_720DLinear_DLinear_custom_ftM_sl336_ll168_pl720_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_0,0.32539719343185425,0.3362489938735962
lt_traffic_336_96DLinear_DLinear_custom_ftM_sl336_ll168_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_0,0.41793322563171387,0.29402613639831543
lt_traffic_336_192DLinear_DLinear_custom_ftM_sl336_ll168_pl192_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_0,0.43239545822143555,0.3004082143306732
lt_traffic_336_336DLinear_DLinear_custom_ftM_sl336_ll168_pl336_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_0,0.444853812456131,0.3067150115966797
lt_traffic_336_720DLinear_DLinear_custom_ftM_sl336_ll168_pl720_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_0,0.4723893105983734,0.3224940896034241
lt_ETTh1_336_96DLinear_DLinear_ETTh1_ftM_sl336_ll168_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_0,0.37707746028900146,0.3979494273662567
lt_ETTh1_336_96DLinear_DLinear_ETTh1_ftM_sl336_ll168_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_1,0.37758639454841614,0.39813289046287537
lt_ETTh1_336_192DLinear_DLinear_ETTh1_ftM_sl336_ll168_pl192_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_0,0.41076454520225525,0.41828083992004395
lt_ETTh1_336_192DLinear_DLinear_ETTh1_ftM_sl336_ll168_pl192_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_1,0.4095010459423065,0.4173898696899414
lt_ETTh1_336_336DLinear_DLinear_ETTh1_ftM_sl336_ll168_pl336_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_0,0.43284907937049866,0.434844434261322
lt_ETTh1_336_336DLinear_DLinear_ETTh1_ftM_sl336_ll168_pl336_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_1,0.43123099207878113,0.4333489239215851
lt_ETTh1_336_720DLinear_DLinear_ETTh1_ftM_sl336_ll168_pl720_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_0,0.452486127614975,0.4682246744632721
lt_ETTh1_336_720DLinear_DLinear_ETTh1_ftM_sl336_ll168_pl720_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_1,0.4537082314491272,0.4689544141292572
lt_ETTh2_336_96DLinear_DLinear_ETTh2_ftM_sl336_ll168_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_0,0.2786269187927246,0.33888036012649536
lt_ETTh2_336_192DLinear_DLinear_ETTh2_ftM_sl336_ll168_pl192_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_0,0.34057384729385376,0.3800494372844696
lt_ETTh2_336_336DLinear_DLinear_ETTh2_ftM_sl336_ll168_pl336_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_0,0.365876704454422,0.4031604528427124
lt_ETTh2_336_720DLinear_DLinear_ETTh2_ftM_sl336_ll168_pl720_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_0,0.4038621187210083,0.4349042475223541
lt_ETTm1_336_96DLinear_DLinear_ETTm1_ftM_sl336_ll168_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_0,0.29421207308769226,0.34398484230041504
lt_ETTm1_336_192DLinear_DLinear_ETTm1_ftM_sl336_ll168_pl192_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_0,0.33263468742370605,0.3651368319988251
lt_ETTm1_336_336DLinear_DLinear_ETTm1_ftM_sl336_ll168_pl336_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_0,0.36851727962493896,0.38436150550842285
lt_ETTm1_336_720DLinear_DLinear_ETTm1_ftM_sl336_ll168_pl720_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_0,0.42473304271698,0.41491594910621643
lt_ETTm2_336_96DLinear_DLinear_ETTm2_ftM_sl336_ll168_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_0,0.1669749766588211,0.2558148503303528
lt_ETTm2_336_192DLinear_DLinear_ETTm2_ftM_sl336_ll168_pl192_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_0,0.22342196106910706,0.29435744881629944
lt_ETTm2_336_336DLinear_DLinear_ETTm2_ftM_sl336_ll168_pl336_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_0,0.2735544741153717,0.3275037407875061
lt_ETTm2_336_720DLinear_DLinear_ETTm2_ftM_sl336_ll168_pl720_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.25_0,0.3599208891391754,0.38294509053230286
lt_electricity_336_96DLinear_DLinear_custom_ftM_sl336_ll168_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.2_0,0.1418447643518448,0.24001449346542358
lt_electricity_336_192DLinear_DLinear_custom_ftM_sl336_ll168_pl192_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.2_0,0.1572289615869522,0.2535340487957001
lt_electricity_336_336DLinear_DLinear_custom_ftM_sl336_ll168_pl336_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.2_0,0.1739921271800995,0.269983172416687
lt_electricity_336_720DLinear_DLinear_custom_ftM_sl336_ll168_pl720_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.2_0,0.21215827763080597,0.3013242781162262
lt_weather_336_96DLinear_DLinear_custom_ftM_sl336_ll168_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.2_0,0.16144242882728577,0.2135922908782959
lt_weather_336_192DLinear_DLinear_custom_ftM_sl336_ll168_pl192_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.2_0,0.20553447306156158,0.25219085812568665
lt_weather_336_336DLinear_DLinear_custom_ftM_sl336_ll168_pl336_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.2_0,0.25615933537483215,0.2886706292629242
lt_weather_336_720DLinear_DLinear_custom_ftM_sl336_ll168_pl720_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.2_0,0.32546550035476685,0.33633774518966675
lt_traffic_336_96DLinear_DLinear_custom_ftM_sl336_ll168_pl96_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.2_0,0.4179292321205139,0.2942104935646057
lt_traffic_336_192DLinear_DLinear_custom_ftM_sl336_ll168_pl192_dm512_nh8_el2_dl1_df2048_fc3_ebtimeF_dtTrue_Exp_tn1_stl0.0001_um1_al0.2_0,0.43238160014152527,0.30048587918281555
